,name
802,Jonathan Murdock (Earth-616)
803,Nicholas Bromwell (Earth-616)
804,Edgar Plunder (Earth-616)
805,Vanessa Fisk (Earth-616)
806,Lissa Russell (Earth-616)
807,Wundarr (Earth-616)
808,Bertrand Crawley (Earth-616)
809,Beverly Switzler (Earth-616)
810,Stephanie Hunter (Earth-616)
811,Rachel Carpenter (Earth-616)
812,Francis Ketch (Earth-616)
813,Jonathan Powell (Earth-616)
814,Cerise (Earth-616)
815,Jake Olson (Duplicate) (Earth-616)
816,Myles Alfred (Earth-616)
817,Gertrude Yorkes (Earth-616)
818,Alexander Aaron (Earth-616)
819,Kubark (Earth-616)
820,Elihas Starr (Earth-616)
821,James Wilson (Earth-616)
822,Claire Temple (Earth-616)
823,Eon (Earth-616)
824,Stuart Clarke (Earth-616)
825,Malekith (Earth-616)
826,Oswald Silkworth (Earth-616)
827,Jesse Aaronson (Earth-616)
828,Miranda Leevald (Earth-616)
829,Angela del Toro (Earth-616)
830,Laurie Collins (Earth-616)
831,Gabriel Summers (Earth-616)
832,Miek (Earth-616)
833,Joseph Green (Earth-616)
834,Maki Matsumoto (Earth-616)
835,Mark Todd (Earth-616)
836,Robert Baxter (Earth-616)
837,Mordred (Earth-616)
838,Alexander Gentry (Earth-616)
839,Idunn (Earth-616)
840,Ahmet Abdol (Earth-616)
841,Jackson Norriss (Earth-616)
842,Rafael Scarfe (Earth-616)
843,Arishem (Earth-616)
844,John Falsworth (Earth-616)
845,Eshu (Earth-616)
846,Erg (Earth-616)
847,James Bourne (Earth-616)
848,Abraham Zimmer (Earth-616)
849,Laura Dean (Earth-616)
850,Whitman Knapp (Earth-616)
851,Christopher Bradley (Earth-616)
852,Blind Al (Althea) (Earth-616)
853,Void (Dark Sentry) (Earth-616)
854,Brightwind (Earth-616)
855,Red Raven (Liberty Legion) (Earth-616)
856,Roger Aubrey (Earth-616)
857,Elaine Grey (Earth-616)
858,Milos Masaryk (Earth-616)
859,Vera Cantor (Earth-616)
860,Noah Black (Earth-616)
861,Charles Barton (Earth-616)
862,Howard Stark (Earth-616)
863,Martine Bancroft (Earth-616)
864,Hildegarde (Earth-616)
865,Lincoln Slade (Earth-616)
866,Richard Rory (Earth-616)
867,Wilhelm Lohmer (Earth-616)
868,Jackson Day (Earth-616)
869,Thursday Rubinstein (Earth-616)
870,Slug (Microverse) (Earth-616)
871,Belasco (Earth-616)
872,Edward Lavell (Earth-616)
873,Frank Simpson (Earth-616)
874,Silas Burr (Earth-616)
875,Carolyn Trainer (Earth-616)
876,Carlos LaMuerto (Earth-616)
877,Milla Donovan (Earth-616)
878,Tomi Shishido (Earth-616)
879,Samuel Alexander (Earth-616)
880,Leila Taylor (Earth-616)
881,Buck Cowan (Earth-616)
882,Katerina van Horn (Earth-616)
883,Lei-Kung (Earth-616)
884,Lilith Drake (Earth-616)
885,Gwendolyne Stacy (Clone) (Earth-616)
886,Grannz (Earth-616)
887,Lord Chaos (Earth-616)
888,Andromeda Attumasen (Earth-616)
889,Blackheart (Earth-616)
890,Pantu Hurageb (Earth-616)
891,Walter Charles (Earth-616)
892,Doreen Green (Earth-616)
893,Peter Hunter (Earth-616)
894,Algernon Crowe (Earth-616)
895,Justine Hammer (Earth-616)
896,Johnathon Gallo (Earth-616)
897,Maria de Guadalupe Santiago (Earth-616)
898,Elsa Bloodstone (Earth-616)
899,Thor Odinson (Ragnarok) (Earth-616)
900,Roger Brokeridge (Earth-616)
901,Phineas Horton (Earth-616)
902,Marie Lathrop (Earth-616)
903,Byrrah (Earth-616)
904,Orka (Earth-616)
905,Grom (Earth-616)
906,Noah Burstein (Earth-616)
907,Lin Sun (Earth-616)
908,Daniel Berkhart (Earth-616)
909,Ransak (Earth-616)
910,Simon Maddicks (Earth-616)
911,Iann-23 (Earth-616)
912,Obadiah Stane (Earth-616)
913,Martin Preston (Earth-616)
914,Nick Katzenberg (Earth-616)
915,Richard Parker (Simulcrum) (Earth-616)
916,Century (Alien) (Earth-616)
917,Charles Burlingame (Earth-616)
918,Kuan-Yin Xorn (Earth-616)
919,Juston Seyfert (Earth-616)
920,Sally Floyd (Earth-616)
921,Gunna Sijurvald (Earth-616)
922,Geoffrey Vandergill (Earth-616)
923,Washington Jones (Earth-616)
924,Phoebus Apollo (Earth-616)
925,Leopold Stryke (Earth-616)
926,Raymond Bloch (Earth-616)
927,Mendel Stromm (Earth-616)
928,Recorder 211 (Earth-616)
929,Yon-Rogg (Earth-616)
930,Barbarus (Earth-616)
931,Zarathos (Earth-616)
932,Ajak (Earth-616)
933,Araki (Earth-616)
934,Munin (Earth-616)
935,Sybil Dvorak (Earth-616)
936,Daniel Leighton (Earth-616)
937,Johnathon Ohnn (Earth-616)
938,Andrew Chord (Earth-616)
939,Demogoblin (Earth-616)
940,Julius Mullarkey (Earth-616)
941,Kiskillilla (Earth-616)
942,Sarah Ryall (Earth-616)
943,Shevaun Haldane (Earth-616)
944,Steven Harmon (Earth-616)
945,Scrier (Earth-616)
946,James Santini (Earth-616)
947,Janice Yanizeski (Earth-616)
948,Paul Stacy (Earth-616)
949,Dead Girl (Moonbeam) (Earth-616)
950,Abigail Boylen (Earth-616)
951,Sajani Jaffrey (Earth-616)
952,Benjamin Deeds (Earth-616)
953,Richard Parker (Earth-616)
954,Steel Serpent (Davos) (Earth-616)
955,Jacob Conover (Earth-616)
956,Miss Locke (Earth-616)
957,Kaina (Earth-616)
958,Aaron Nicholson (Earth-616)
959,Amiko Kobayashi (Earth-616)
960,Ghaur (Earth-616)
961,Quincy McIver (Earth-616)
962,Ulysses Lugman (Earth-616)
963,Ananym (Earth-616)
964,Silverfox (Canadian) (Earth-616)
965,Mary Parker (Simulcrum) (Earth-616)
966,Carlton LaFroyge (Earth-616)
967,Cammille Benally (Earth-616)
968,Brood (Warbound) (Earth-616)
969,Rebecca Barnes (Onslaught Reborn) (Earth-616)
970,Cosmo (Dog) (Earth-616)
971,Fabio Medina (Earth-616)
972,Henry Casey (Earth-616)
973,Harrington Byrd (Earth-616)
974,Marianne Rodgers (Earth-616)
975,Victoria Bentley (Earth-616)
976,Diane Arliss (Earth-616)
977,Jonathan Powers (Earth-616)
978,Amphibius (Earth-616)
979,Susan Scarbo (Earth-616)
980,Jarella (Earth-616)
981,William Taurens (Earth-616)
982,Daniel Drumm (Earth-616)
983,Paul Cartier (Earth-616)
984,Marduk Kurios (Earth-616)
985,Electron (Imperial Guard) (Earth-616)
986,Karkas (Earth-616)
987,William Stryker (Earth-616)
988,Marie-Ange Colbert (Earth-616)
989,Jackie Lukus (Earth-616)
990,Niels (Earth-616)
991,Melody Jacobs (Earth-616)
992,Anne Ghazikhanian (Earth-616)
993,Ernst (Earth-616)
994,Geoffrey Wilder (Earth-616)
995,Kevin Ford (Earth-616)
996,Elloe Kaifi (Earth-616)
997,Ahura Boltagon (Earth-616)
998,Franklin Roosevelt (Earth-616)
999,Penny Pennington (Earth-616)
1000,Simon Garth (Earth-616)
1001,Khan (Earth-616)
1002,Norton Fester (Earth-616)
1003,Brainchild (Earth-616)
1004,David Angar (Earth-616)
1005,Tilda Johnson (Earth-616)
1006,Meranno (Earth-616)
1007,Lancaster Sneed (Earth-616)
1008,Hermod (Earth-616)
1009,Gabrielle Haller (Earth-616)
1010,James Power (Earth-616)
1011,Goblyn (Earth-616)
1012,Marcy Masterson (Earth-616)
1013,Deathwatch (Earth-616)
1014,Elias Wirtham (Earth-616)
1015,Bella Donna Boudreaux (Earth-616)
1016,Ormond Wychwood (Earth-616)
1017,Yelena Belova (Earth-616)
1018,Tiberius Stone (Earth-616)
1019,William Robert Reilly (Earth-616)
1020,Madeline Berry (Earth-616)
1021,Night-Wind (Earth-616)
1022,Peotor (Earth-616)
1023,Bolivar Trask (Earth-616)
1024,Changeling (Earth-616)
1025,Mary Fitzpatrick (Earth-616)
1026,Monica Lynne (Earth-616)
1027,Spymaster (Ted Calloway) (Earth-616)
1028,Peter Corbeau (Earth-616)
1029,Solomon Kane (Earth-616)
1030,Harold Harold (Earth-616)
1031,Courtney Ross (Earth-616)
1032,Master Order (Earth-616)
1033,Tryco Slatterus (Earth-616)
1034,Madcap (Earth-616)
1035,Ashley Crawford (Earth-616)
1036,Ramonda (Earth-616)
1037,Goddess (Earth-616)
1038,Carmella Unuscione (Earth-616)
1039,Jacob Raven (Earth-616)
1040,Steven Hudak (Earth-616)
1041,Ozymandias (Earth-616)
1042,Inez Temple (Earth-616)
1043,Monica Rappaccini (Earth-616)
1044,Alisa Tager (Earth-616)
1045,Ava Ayala (Earth-616)
1046,Arthur Nagan (Earth-616)
1047,Belit (Earth-616)
1048,Nu-An (Earth-616)
1049,Brock Jones (Earth-616)
1050,Steven Lang (Earth-616)
1051,Melissa Greville (Earth-616)
1052,Tiamut (Earth-616)
1053,Clytemnestra Erwin (Earth-616)
1054,Morley Erwin (Earth-616)
1055,Haroun ibn Sallah al-Rashid (Earth-616)
1056,Gustav Krueger (Earth-616)
1057,Foreigner (Earth-616)
1058,Kim Il Sung (Earth-616)
1059,Carl Burbank (Earth-616)
1060,Frank Bohannan (Earth-616)
1061,Gordon Fraley (Earth-616)
1062,Madeline Naylor (Earth-616)
1063,Charlotte Jones (Earth-616)
1064,Phoebe Marrs (Earth-616)
1065,Scott Wright (Earth-616)
1066,Mikhail Rasputin (Earth-616)
1067,Peter Parker (Doppelganger) (Earth-616)
1068,Zoe Culloden (Earth-616)
1069,Peter Parker (Spidercide) (Earth-616)
1070,Devon Lewis (Earth-616)
1071,Agent X (Nijo) (Earth-616)
1072,Edwin Jarvis (Skrull) (Earth-616)
1073,Hiroim (Earth-616)
1074,John Aman (Earth-616)
1075,Romulus (Earth-616)
1076,Wernher von Blitzschlag (Earth-616)
1077,James Taylor James (Earth-616)
1078,Yo Yo Rodriguez (Earth-616)
1079,Melita Garner (Earth-616)
1080,Krakoa III (Earth-616)
1081,Mary Morgan (Earth-616)
1082,Poseidon Aegaeus (Earth-616)
1083,Hermes Diaktoros (Earth-616)
1084,Major Thorn (Earth-616)
1085,Arab (Earth-616)
1086,Igor (Earth-616)
1087,Chester Phillips (Earth-616)
1088,Aireo (Earth-616)
1089,Keith Kincaid (Earth-616)
1090,Gustav Brandt (Earth-616)
1091,William Talltrees (Earth-616)
1092,Tamara Rahn (Earth-616)
1093,Charles Rider (Earth-616)
1094,Richard Deacon (Earth-616)
1095,Ziran (Earth-616)
1096,Cilicia (Earth-616)
1097,Davida DeVito (Earth-616)
1098,Erica Sondheim (Earth-616)
1099,Karlin Malus (Earth-616)
1100,Margali Szardos (Earth-616)
1101,Nguyen Ngoc Coy (Earth-616)
1102,Raoul Bushman (Earth-616)
1103,Stick (Earth-616)
1104,Scourge (Delazny) (Earth-616)
1105,Quicksand (Earth-616)
1106,Val Ventura (Earth-616)
1107,Doug Powell (Earth-616)
1108,Amy Chen (Earth-616)
1109,Brendan Rathcoole (Earth-616)
1110,Lynn Michaels (Earth-616)
1111,Tigon Liger (Earth-616)
1112,Suzi Endo (Earth-616)
1113,Jessica Carradine (Earth-616)
1114,Nicholas Gleason (Earth-616)
1115,Barack Obama (Earth-616)
1116,Victor Alvarez (Earth-616)
1117,Grady Scraps (Earth-616)
1118,Francesca Grace (Earth-616)
1119,Matt Slade (Earth-616)
1120,Joseph Hogan (Earth-616)
1121,Barney Bushkin (Earth-616)
1122,Master Mold (Earth-616)
1123,Quasi-Motivational Destruct Organism (Earth-616)
1124,Mangog (Earth-616)
1125,Arkon (Earth-616)
1126,Ebony (Earth-616)
1127,Jonas Harrow (Earth-616)
1128,Vincent Stegron (Earth-616)
1129,Albert Potter (Earth-616)
1130,Archibald Dyker (Earth-616)
1131,Drew Daniels (Earth-616)
1132,Douglas Birely (Earth-616)
1133,Godzilla (Earth-616)
1134,Jackson Arvad (Earth-616)
1135,John Clayton (Earth-616)
1136,Julia Koenig (Earth-616)
1137,Sergei Krylov (Earth-616)
1138,Morris Walters (Earth-616)
1139,Jennifer Stavros (Earth-616)
1140,Colin McKay (Earth-616)
1141,Kathleen Neville (Earth-616)
1142,Julius Rassitano (Earth-616)
1143,Atalanta (Pantheon) (Earth-616)
1144,Karl Striklan (Earth-616)
1145,Caretaker (Blood) (Earth-616)
1146,Morg (Earth-616)
1147,Victoria Montesi (Earth-616)
1148,Kevin Trench (Earth-616)
1149,Jack Harrison (Earth-616)
1150,Alyssa Moy (Earth-616)
1151,Malcolm Colcord (Earth-616)
1152,Alex Wilder (Earth-616)
1153,Carmilla Black (Earth-616)
1154,Xavin (Earth-616)
1155,Predator X (Earth-616)
1156,Anastasia Kravinoff (Earth-616)
1157,Ezekiel Stane (Earth-616)
1158,Alistaire Smythe (Earth-616)
1159,Ho Yinsen (Earth-616)
1160,Living Brain (Earth-616)
1161,Carter Slade (Earth-616)
1162,Jay Little Bear (Earth-616)
1163,Phillip Sterling (Earth-616)
1164,Lawrence Cranston (Earth-616)
1165,Erik Killmonger (Earth-616)
1166,Integral Synaptic Anti-Anionic Computer (Earth-616)
1167,Zzzax (Earth-616)
1168,James Montgomery Falsworth (Earth-616)
1169,Samuels (Earth-616)
1170,Titan (Earth-616)
1171,Hugin (Earth-616)
1172,Steve Jackson (Earth-616)
1173,James Jaspers (Earth-616)
1174,Adversary (Earth-616)
1175,Gunnhild (Earth-616)
1176,Sharon Smith (Earth-616)
1177,Bonebreaker (Earth-616)
1178,Craig Hollis (Earth-616)
1179,Network Nina (Earth-616)
1180,Bronwen Gryffn (Earth-616)
1181,Mickey Fondozzi (Earth-616)
1182,Brent Jackson (Earth-616)
1183,Morlun (Earth-616)
1184,Dee Milo (Earth-616)
1185,Alice Hayes (Earth-616)
1186,Caiera (Earth-616)
1187,Hiro-Kala (Earth-616)
1188,Kelda (Earth-616)
1189,Sasha Hammer (Earth-616)
1190,Sebastian Druid (Earth-616)
1191,June Covington (Earth-616)
1192,Uatu Jackson (Earth-616)
1193,David Rand (Earth-616)
1194,Electro (Robot) (Earth-616)
1195,Doris Evans (Earth-616)
1196,Bennett Brant (Earth-616)
1197,Geirrodur (Earth-616)
1198,Simon Savage (Earth-616)
1199,Alexi Shostakov (Earth-616)
1200,Maris Morlak (Earth-616)
1201,Ridondo (Earth-616)
1202,Samantha Parrington (Earth-616)
1203,Martin Blank (Earth-616)
1204,Bernie Dillon (Earth-616)
1205,Gammenon (Earth-616)
1206,Druig (Earth-616)
1207,Peter van Zante (Earth-616)
1208,Slaymaster (Earth-616)
1209,Yuriko Takiguchi (Earth-616)
1210,Philip Chang (Earth-616)
1211,Steve Hopkins (Earth-616)
1212,Seth Voelker (Earth-616)
1213,Sikorsky (Earth-616)
1214,Cloud (Earth-616)
1215,Mortimer (Earth-616)
1216,Beast (Demon) (Earth-616)
1217,Jonathan Garrett (Earth-616)
1218,Duc No Tranh (Earth-616)
1219,Charles Little Sky (Earth-616)
1220,Jeff Wilde (Earth-616)
1221,Margarita Ruiz (Earth-616)
1222,Michael McCain (Earth-616)
1223,Stellaris (Earth-616)
1224,Gideon (Earth-616)
1225,Fatale (Earth-616)
1226,Marius St. Croix (Earth-616)
1227,Angelina Brancale (Earth-616)
1228,Delilah (Earth-616)
1229,William Walters (Earth-616)
1230,Jared Corbo (Earth-616)
1231,Maggott (Japheth) (Earth-616)
1232,Vincent Gonzales (Earth-616)
1233,Mar\u00eda Aracely Penalba (Earth-616)
1234,Isabel Kane (Earth-616)
1235,Bruce Dickson (Earth-616)
1236,Myraddin of Ruta (Earth-616)
1237,Tex Taylor (Earth-616)
1238,Adolf Hitler (Clone) (Earth-616)
1239,Miklho (Earth-616)
1240,Ymir (Earth-616)
1241,Zelda Kurtzberg (Earth-616)
1242,Jacob Fury (Earth-616)
1243,Brule (Earth-616)
1244,Saint (Earth-616)
1245,Chthon (Earth-616)
1246,Edward Lansky (Earth-616)
1247,Gloria Rider (Earth-616)
1248,Nightside (Earth-616)
1249,Ord Zyonz (Earth-616)
1250,Sprite (Eternal) (Earth-616)
1251,Helen Feliciano (Earth-616)
1252,Daniel Ridge Jr. (Earth-616)
1253,Aleytys Forrester (Earth-616)
1254,Andrea von Strucker (Earth-616)
1255,Burchell Clemens (Earth-616)
1256,Janos Quested (Earth-616)
1257,Malice (Marauders) (Earth-616)
1258,DeMarr Davis (Earth-616)
1259,Richard Gill (Earth-616)
1260,Shinobi Shaw (Earth-616)
1261,Eadmund Porlock (Earth-616)
1262,Harley Davis (Earth-616)
1263,Lindy Lee (Earth-616)
1264,Sondra Brandenberg (Earth-616)
1265,Gene Hayes (Earth-616)
1266,Stacey Yorkes (Earth-616)
1267,Mallory Book (Earth-616)
1268,Andrew Forson (Earth-616)
1269,Bella Fishbach (Earth-616)
1270,Onome (Earth-616)
1271,Daniel Lyons (Earth-616)
1272,Red Hawk (Apache Chief) (Earth-616)
1273,Joshua Ayers (Earth-616)
1274,Maxwell Shiffman (Earth-616)
1275,Morgan Stark (Earth-616)
1276,Ultimo (Earth-616)
1277,Linda Carter (Earth-616)
1278,Simon Stroud (Earth-616)
1279,Wendell Rand (Earth-616)
1280,Aron (Earth-616)
1281,Margo Damian (Earth-616)
1282,Mastermind (Computer) (Earth-616)
1283,Samuel Barone (Earth-616)
1284,Kris Keating (Earth-616)
1285,Vril-Rokk (Earth-616)
1286,Morris Sloan (Earth-616)
1287,Harry Leland (Earth-616)
1288,Hussar (Earth-616)
1289,Roland Burroughs (Earth-616)
1290,Morgana Blessing (Earth-616)
1291,Anthony Power (Earth-616)
1292,Calvin Carr (Earth-616)
1293,Raymond Sikorski (Earth-616)
1294,Vixen (British Crimelord) (Earth-616)
1295,Guido Sapristi (Earth-616)
1296,Margaret Craig (Earth-616)
1297,Marsha Rosenberg (Earth-616)
1298,Valgoth (Earth-616)
1299,Karl Morgenthau (Earth-616)
1300,Michael Baer (Earth-616)
1301,Kristine Watson (Earth-616)
1302,Hector (Pantheon) (Earth-616)
1303,Michael Powell (Earth-616)
1304,Truett Hudson (Earth-616)
1305,Vali Halfling (Earth-616)
1306,Steven Levins (Earth-616)
1307,Siena Blaze (Earth-616)
1308,Angela Yin (Earth-616)
1309,Judas Traveller (Earth-616)
1310,Vincente Fortunato (Earth-616)
1311,Derek Khanata (Earth-616)
1312,Klara Prast (Earth-616)
1313,Terrance Ward (Earth-616)
1314,Dexter Bennett (Earth-616)
1315,Orb (Zadkiel agent) (Earth-616)
1316,Martinique Wyngarde (Earth-616)
1317,James Jankovicz (Earth-616)
1318,Mike Trapp (Earth-616)
1319,Mark Mason (Earth-616)
1320,Jim Lathrop (Earth-616)
1321,Bill Gregory (Earth-616)
1322,Harvey Schlemerman (Earth-616)
1323,Raymond Warren (Earth-616)
1324,Gordon Keefer (Earth-616)
1325,Frank Farnum (Earth-616)
1326,Tagar (Earth-616)
1327,Wladyslav Shinski (Earth-616)
1328,Craig Simpson (Earth-616)
1329,Basil Elks (Earth-616)
1330,Fah Lo Suee (Earth-616)
1331,Shen Kuei (Earth-616)
1332,Tath Ki (Earth-616)
1333,Toothgnasher (Earth-616)
1334,Harmony Young (Earth-616)
1335,Marcus Daniels (Earth-616)
1336,Roger Norvell (Earth-616)
1337,Maelstrom (Earth-616)
1338,Ulysses Archer (Earth-616)
1339,Thomas Corsi (Earth-616)
1340,Prism (Robbie) (Earth-616)
1341,Samuel John LaRoquette (Earth-616)
1342,Marcy Pearson (Earth-616)
1343,Jennifer Ransome (Earth-616)
1344,Justin Baldwin (Earth-616)
1345,Felix Alvarez (Earth-616)
1346,Kenjiro Tanaka (Earth-616)
1347,Malcolm McBride (Earth-616)
1348,Heather Tucker (Earth-616)
1349,Robert Steele (Earth-616)
1350,Gudrun Tyburn (Earth-616)
1351,Raul Quentino (Earth-616)
1352,Roderick Campbell (Earth-616)
1353,Devlor (Earth-616)
1354,Samuel Par\u00e9 (Earth-616)
1355,Dale Yorkes (Earth-616)
1356,Deborah Fields (Earth-616)
1357,Sydren (Earth-616)
1358,Bob (Hydra Agent) (Earth-616)
1359,Fat Cobra (Earth-616)
1360,Timothy Dugan (Skrull) (Earth-616)
1361,Henry Russo (Earth-616)
1362,Ai Apaec (Earth-616)
1363,Kirsten McDuffie (Earth-616)
1364,Emily Preston (Earth-616)
1365,Iara Dos Santos (Earth-616)
1366,Kevin Connor (Earth-616)
1367,Jack Frost (Earth-616)
1368,Robert Lathrop (Earth-616)
1369,Nightwind (Horse) (Earth-616)
1370,Townshend Horgan (Earth-616)
1371,Hippolyta (Earth-616)
1372,Prester John (Johann) (Earth-616)
1373,Leonus (Earth-616)
1374,Gaza (Earth-616)
1375,Servo-Guards (Earth-616)
1376,Air-Walker (Automaton) (Earth-616)
1377,Anton Miguel Rodriquez (Earth-616)
1378,Doctor Sun (Earth-616)
1379,Ginger Jaye (Earth-616)
1380,Roger Cooper (Earth-616)
1381,Ronald Reagan (Earth-616)
1382,Jennifer Royce (Earth-616)
1383,Kevin MacTaggert (Earth-616)
1384,Marian Pouncy (Earth-616)
1385,Murray Reese (Earth-616)
1386,Sharon Friedlander (Earth-616)
1387,Rae LaCoste (Earth-616)
1388,Phillip Moreau (Earth-616)
1389,Reptyl (Earth-616)
1390,Carrie Alexander (Earth-616)
1391,Jeremy Clarke (Earth-616)
1392,Hannah Fairmont (Earth-616)
1393,Martin Soap (Earth-616)
1394,Edith Sawyer (Earth-616)
1395,Esme Cuckoo (Earth-616)
1396,Ezekiel Sims (Earth-616)
1397,Catherine Wilder (Earth-616)
1398,Victor Stein (Earth-616)
1399,Sidney Green (Earth-616)
1400,Michael van Patrick (Patrick) (Earth-616)
1401,Faiza Hussain (Earth-616)
1402,Leah (Earth-616)
1403,Fury (Horse) (Earth-616)
1404,Dionysus Acratophorus (Earth-616)
1405,Xemnu (Earth-616)
1406,Bull McGiveney (Earth-616)
1407,Henry Hawk (Earth-616)
1408,Gary Gilbert (Earth-616)
1409,Arnold Paffenroth (Earth-616)
1410,Carl Walker (Earth-616)
1411,Heather Duncan (Earth-616)
1412,Isaiah Curwen (Earth-616)
1413,Joy Meachum (Earth-616)
1414,James Scully (Earth-616)
1415,Lotus Shinchuko (Earth-616)
1416,Moses Magnum (Earth-616)
1417,Janus Tepes (Earth-616)
1418,Toothgrinder (Earth-616)
1419,Bi-Beast (Duplicate) (Earth-616)
1420,Lester Verde (Earth-616)
1421,Matthew Gilden (Earth-616)
1422,Gary Cody (Earth-616)
1423,SJ3RX (Earth-616)
1424,Curtiss Jackson (Earth-616)
1425,Earthquake (Earth-616)
1426,Leong Coy Manh (Earth-616)
1427,Sunset Bain (Earth-616)
1428,Vic Martinelli (Earth-616)
1429,Arnie Roth (Earth-616)
1430,Eugene Patilio (Earth-616)
1431,Victor Palermo (Earth-616)
1432,Revanche (Kwannon) (Earth-616)
1433,Opal Tanaka (Earth-616)
1434,Abraham Cornelius (Earth-616)
1435,Julia Winters (Earth-616)
1436,Alexander Ellis (Earth-616)
1437,James Sokolowski (Earth-616)
1438,Jason Ionello (Earth-616)
1439,Adrian Corbo (Earth-616)
1440,John Watkins III (Earth-616)
1441,Christian Cord (Earth-616)
1442,John King (Earth-616)
1443,Brian Cruz (Earth-616)
1444,Amatsu-Mikaboshi (Earth-616)
1445,Maria Vasquez (Earth-616)
1446,Sinclair Abbott (Earth-616)
1447,Jeff Brown (Earth-616)
1448,Emery Schaub (Earth-616)
1449,Michele Gonzales (Earth-616)
1450,Darla Deering (Earth-616)
1451,Jia Jing (Earth-616)
1452,Trevor Hawkins (Earth-616)
1453,Anna Maria Marconi (Earth-616)
1454,Leonard McKenzie (Earth-616)
1455,Claire Voyant (Earth-616)
1456,Heinz Kruger (Earth-616)
1457,Suwan (Earth-616)
1458,Jerold Morgan (Earth-616)
1459,Laura Brown (SHIELD) (Earth-616)
1460,Harokin (Earth-616)
1461,Kaluu (Earth-616)
1462,Sidney Levine (Earth-616)
1463,Stallior (Earth-616)
1464,Hyperion (Squadron Sinister) (Earth-616)
1465,Taj Nital (Earth-616)
1466,Robert Frank Jr. (Earth-616)
1467,Joseph Manfredi (Earth-616)
1468,Gena Landers (Earth-616)
1469,Joshua Stragg (Earth-616)
1470,Charles Chandler (Earth-616)
1471,Fritz von Meyer (Earth-616)
1472,Peter Quinn (Earth-616)
1473,Elysius (Earth-616)
1474,Shaitan (Earth-616)
1475,"Han, Chang, Lin, Sun, and Ho Tao-Yu (Earth-616)"
1476,Nga Coy Manh (Earth-616)
1477,Harry Osgood (Earth-616)
1478,Arthur Chekov (Earth-616)
1479,Rose Palermo (Earth-616)
1480,Katherine Waynesboro (Earth-616)
1481,Black Fox (Thief) (Earth-616)
1482,Sheoke Sanada (Earth-616)
1483,Terminus (Destroyer) (Earth-616)
1484,Martin Fletcher (Earth-616)
1485,Bloodscream (Earth-616)
1486,Andrea Sterman (Earth-616)
1487,Achilles (Helmut) (Earth-616)
1488,Jeremy Stevens (Earth-616)
1489,Misha Bushida (Earth-616)
1490,Stacy Arnheim (Earth-616)
1491,Garabed Bashur (Earth-616)
1492,Suvik Senyaka (Earth-616)
1493,Desiree Winthrop (Earth-616)
