,name,ID,HAIR
474,Karolina Dean (Earth-616),Secret Identity,Blond Hair
475,Bastion (Earth-616),Secret Identity,White Hair
476,Kull (Earth-616),Public Identity,Black Hair
477,Satana Hellstrom (Earth-616),No Dual Identity,Red Hair
478,Laynia Petrovna (Earth-616),Secret Identity,Blond Hair
479,Night Raven (Vigilante) (Earth-616),Secret Identity,Bald
480,Kavita Rao (Earth-616),No Dual Identity,Black Hair
481,Danielle Cage (Earth-616),No Dual Identity,Black Hair
482,Frederick Foswell (Earth-616),Secret Identity,Brown Hair
483,John Greycrow (Earth-616),Secret Identity,Black Hair
484,Michael Duffy (Earth-616),Public Identity,Brown Hair
485,Eric Koenig (Earth-616),No Dual Identity,Blond Hair
486,Zheng Zu (Earth-616),Secret Identity,Black Hair
487,Keniuchio Harada (Earth-616),Public Identity,Black Hair
488,Irene Adler (Earth-616),Secret Identity,Silver Hair
489,Marrina Smallwood (Earth-616),Secret Identity,Green Hair
490,Fred Davis Jr. (Earth-616),Secret Identity,White Hair
491,Zelda DuBois (Earth-616),Public Identity,Auburn Hair
492,Beyonder (Earth-616),Secret Identity,Variable Hair
493,Roxanne Washington (Earth-616),Secret Identity,
494,Bonita Juarez (Earth-616),Secret Identity,Black Hair
495,Surtur (Earth-616),No Dual Identity,Red Hair
496,Stranger (Cosmic Being) (Earth-616),Secret Identity,White Hair
497,Brandy Clark (Earth-616),Public Identity,Brown Hair
498,Lillian Crawley (Earth-616),Secret Identity,Brown Hair
499,Ichabod (Earth-616),Secret Identity,White Hair
500,Russell Collins (Earth-616),Public Identity,Red Hair
501,Michael Badilino (Earth-616),Secret Identity,Black Hair
502,Helen Takahama (Earth-616),Secret Identity,Black Hair
503,En Sabah Nur (Evan Sabahnur) (Earth-616),Secret Identity,Black Hair
504,Dai Thomas (Earth-616),Public Identity,Brown Hair
505,Maria Callasantos (Earth-616),Secret Identity,Brown Hair
506,Sally Avril (Earth-616),Secret Identity,Black Hair
507,Ebenezer Laughton (Earth-616),Secret Identity,Brown Hair
508,Pluto (Olympian) (Earth-616),Secret Identity,Black Hair
509,Arnim Zola (Earth-616),No Dual Identity,No Hair
510,Mariko Yashida (Earth-616),No Dual Identity,Black Hair
511,Dallas Riordan (Earth-616),Secret Identity,Red Hair
512,Hannibal King (Earth-616),No Dual Identity,Brown Hair
513,Thomas Cassidy (Earth-616),Public Identity,Black Hair
514,Kara Killgrave (Earth-616),Secret Identity,Black Hair
515,Jess\u00e1n Hoan (Earth-616),Secret Identity,Black Hair
516,Daisy Johnson (Earth-616),Secret Identity,Black Hair
517,John Horton (Earth-616),Public Identity,Yellow Hair
518,Cecilia Reyes (Earth-616),No Dual Identity,Brown Hair
519,Barnell Bohusk (Earth-616),Secret Identity,Blond Hair
520,Victor Mancha (Earth-616),No Dual Identity,Brown Hair
521,Awesome Android (Earth-616),No Dual Identity,No Hair
522,Samuel Smithers (Earth-616),Public Identity,Grey Hair
523,Wilbur Day (Earth-616),Public Identity,Bald
524,Silvio Manfredi (Earth-616),Public Identity,Silver Hair
525,Richard Fisk (Earth-616),Secret Identity,Blond Hair
526,Edward Whelan (Earth-616),Secret Identity,Brown Hair
527,Donald Gill (Earth-616),Public Identity,Blue Hair
528,Alani Ryan (Earth-616),Secret Identity,Brown Hair
529,Aarkus (Earth-616),Secret Identity,No Hair
530,Aloysius Kare (Earth-616),Secret Identity,Black Hair
531,Ringo Kid (Earth-616),Secret Identity,Brown Hair
532,Maynard Tiboldt (Earth-616),Public Identity,Black Hair
533,Esteban Coraz\u00f3n de Ablo (Earth-616),Secret Identity,Black Hair
534,Marvin Flumm (Earth-616),Secret Identity,Black Hair
535,Nathaniel Richards (Earth-616),No Dual Identity,Grey Hair
536,Kathryn Cushing (Earth-616),,Blond Hair
537,Cameron Hodge (Earth-616),Public Identity,Grey Hair
538,Alistaire Stuart (Earth-616),No Dual Identity,Variable Hair
539,Stacy Dolan (Earth-616),Public Identity,Brown Hair
540,Sleepwalker (Earth-616),Secret Identity,No Hair
541,Ben Hamill (Earth-616),Secret Identity,
542,Ivan Kragoff (Earth-616),Secret Identity,Grey Hair
543,Marco Scarlotti (Earth-616),Public Identity,Blond Hair
544,Jennifer Takeda (Earth-616),Public Identity,Black Hair
545,Broo (Earth-616),Secret Identity,No Hair
546,Robert Grayson (Earth-616),Secret Identity,Blond Hair
547,Boris Bullski (Earth-616),Secret Identity,Brown Hair
548,Maximillian Coleridge (Earth-616),Secret Identity,Blond Hair
549,Oracle (Sybil) (Earth-616),Public Identity,Blond Hair
550,Hope Abbott (Earth-616),Secret Identity,Brown Hair
551,"Nicholas Fury, Jr. (Earth-616)",No Dual Identity,Bald
552,Fin Fang Foom (Earth-616),Secret Identity,No Hair
553,Shalla-Bal (Earth-616),Secret Identity,Black Hair
554,Samuel Saxon (Earth-616),Public Identity,Bald
555,Jean DeWolff (Earth-616),Public Identity,Blond Hair
556,Blanche Sitznski (Earth-616),Secret Identity,Blond Hair
557,Tanya Sealy (Earth-616),Secret Identity,Black Hair
558,Joy Mercado (Earth-616),Public Identity,Blond Hair
559,Bennet du Paris (Earth-616),Secret Identity,Black Hair
560,Martha Franklin (Earth-616),Secret Identity,Black Hair
561,Bentley Wittman (Clone) (Earth-616),No Dual Identity,Brown Hair
562,Rachel van Helsing (Earth-616),Public Identity,Blond Hair
563,Jerome Beechman (Earth-616),Public Identity,Brown Hair
564,Tyros (Earth-616),Public Identity,No Hair
565,Yukio (Earth-616),No Dual Identity,Black Hair
566,Lila Cheney (Earth-616),Public Identity,Black Hair
567,Thomas Fireheart (Earth-616),Secret Identity,Black Hair
568,Everett Ross (Earth-616),Public Identity,Brown Hair
569,Criti Noll (Clone) (Earth-616),Secret Identity,No Hair
570,Kenneth Hale (Earth-616),Secret Identity,Brown Hair
571,Korg (Earth-616),No Dual Identity,No Hair
572,Mark Raxton (Earth-616),Public Identity,Blond Hair
573,Calvin Rankin (Earth-616),,Brown Hair
574,Basil Sandhurst (Earth-616),Secret Identity,Black Hair
575,Hobie Brown (Earth-616),Secret Identity,Black Hair
576,Topaz (Earth-616),No Dual Identity,Black Hair
577,Shadow King (Earth-616),,No Hair
578,William Cross (Earth-616),Secret Identity,White Hair
579,Lance Bannon (Earth-616),Public Identity,Brown Hair
580,Rita DeMara (Earth-616),Public Identity,Strawberry Blond Hair
581,Tong (Moloid) (Earth-616),Secret Identity,No Hair
582,Romulus Augustulus (Earth-616),Secret Identity,Blond Hair
583,Super-Adaptoid (Earth-616),Secret Identity,No Hair
584,John Proudstar (Earth-616),Secret Identity,Black Hair
585,Christoph Nord (Earth-616),Secret Identity,Black Hair
586,Maya Lopez (Earth-616),Secret Identity,Black Hair
587,Old Lace (Earth-616),No Dual Identity,No Hair
588,Humberto Lopez (Earth-616),Secret Identity,Black Hair
589,Morgan le Fay (Earth-616),No Dual Identity,Purple Hair
590,Luchino Nefaria (Earth-616),Public Identity,Black Hair
591,Jennifer Kale (Earth-616),Secret Identity,Blond Hair
592,Douglas Scott (Earth-616),Secret Identity,Bald
593,Ashley Kafka (Earth-616),No Dual Identity,Black Hair
594,Robert Herman (Earth-616),Secret Identity,No Hair
595,Shuri (Earth-616),Public Identity,Black Hair
596,Justin Hammer (Earth-616),Public Identity,Grey Hair
597,Michael Steel (Earth-616),Secret Identity,No Hair
598,Kristoff Vernard (Earth-616),Secret Identity,Brown Hair
599,Gateway (Earth-616),Secret Identity,Black Hair
600,Lily Hollister (Earth-616),Public Identity,Black Hair
601,Tyr Odinson (Earth-616),Secret Identity,Black Hair
602,Krang (Earth-616),Secret Identity,Black Hair
603,Zebediah Killgrave (Earth-616),Public Identity,Purple Hair
604,En Dwi Gast (Earth-616),Secret Identity,White Hair
605,Arthur Stacy (Earth-616),,Grey Hair
606,David Griffith (Earth-616),No Dual Identity,Blond Hair
607,Franklin Hall (Earth-616),Public Identity,White Hair
608,Microtron (Earth-616),,
609,Sara Wolfe (Earth-616),Public Identity,Black Hair
610,Simon Utrecht (Earth-616),Secret Identity,Grey Hair
611,Vertigo (Savage Land Mutate) (Earth-616),Secret Identity,Green Hair
612,Armando Mu\u00f1oz (Earth-616),Secret Identity,No Hair
613,Jeanne Foucault (Earth-616),Secret Identity,Black Hair
614,Bruno Horgan (Earth-616),Secret Identity,Brown Hair
615,Owen Reece (Earth-616),Secret Identity,Brown Hair
616,Phineas Mason (Earth-616),Public Identity,White Hair
617,Man-Beast (Earth-616),Secret Identity,Brown Hair
618,Candace Southern (Earth-616),No Dual Identity,Black Hair
619,Heather Glenn (Earth-616),No Dual Identity,Black Hair
620,Rintrah (Earth-616),Secret Identity,Green Hair
621,Kevin Masterson (Earth-616),Public Identity,Blond Hair
622,Arkady Rossovich (Earth-616),Secret Identity,Blond Hair
623,Karima Shapandar (Earth-616),Secret Identity,Black Hair
624,Norah Winters (Earth-616),No Dual Identity,Blond Hair
625,Brandon Sharpe (Earth-616),Public Identity,Black Hair
626,Plan Chu (Earth-616),Secret Identity,Bald
627,William Connors (Earth-616),No Dual Identity,Blond Hair
628,Modred (Earth-616),Secret Identity,Silver Hair
629,James Darnell (Earth-616),Secret Identity,Brown Hair
630,Carnage (Symbiote) (Earth-616),Public Identity,No Hair
631,Venus (Siren) (Earth-616),Secret Identity,Blond Hair
632,Lance Temple (Outlaw Kid) (Earth-616),Secret Identity,Blond Hair
633,Impossible Man (Earth-616),No Dual Identity,No Hair
634,Robert Hunter (Earth-616),Public Identity,White Hair
635,Onslaught (Psychic Entity) (Earth-616),Secret Identity,No Hair
636,Irene Merryweather (Earth-616),No Dual Identity,Brown Hair
637,E.V.A. (Earth-616),Secret Identity,No Hair
638,Mik (Moloid) (Earth-616),Secret Identity,No Hair
639,Kro (Earth-616),Secret Identity,Bald
640,Toni Turner (Earth-616),Public Identity,Black Hair
641,Melvin Potter (Earth-616),Public Identity,Bald
642,Billy Russo (Earth-616),Secret Identity,Black Hair
643,Anath-Na Mut (Earth-616),Secret Identity,Bald
644,Gilgamesh (Earth-616),Secret Identity,Black Hair
645,Rebecca Blake (Earth-616),Public Identity,Auburn Hair
646,Biotron (Earth-616),No Dual Identity,
647,Ruth Bat-Seraph (Earth-616),Secret Identity,Black Hair
648,Sofia Mantega (Earth-616),Secret Identity,Brown Hair
649,Nezhno Abidemi (Earth-616),Secret Identity,Bald
650,Thomas Shepherd (Earth-616),Secret Identity,White Hair
651,Ken Mack (Earth-616),Secret Identity,Black Hair
652,Turg (Moloid) (Earth-616),Secret Identity,No Hair
653,Ivan Petrovitch (Earth-616),Public Identity,Brown Hair
654,Robert Diamond (Earth-616),No Dual Identity,Blond Hair
655,Debra Whitman (Earth-616),No Dual Identity,Blond Hair
656,Cassandra Webb (Earth-616),Public Identity,Black Hair
657,Claudette and Nicole St. Croix (Earth-616),Secret Identity,Black Hair
658,Greg Willis (Earth-616),Secret Identity,Brown Hair
659,Korr (Moloid) (Earth-616),Secret Identity,No Hair
660,Daniel Brito (Earth-616),Public Identity,Black Hair
661,Jackson Brice (Earth-616),Public Identity,Brown Hair
662,Quincy Harker (Earth-616),No Dual Identity,White Hair
663,Duvid Fortunov (Earth-616),Public Identity,Brown Hair
664,Philippa Sontag (Earth-616),Secret Identity,Black Hair
665,Laurie Tromette (Earth-616),Secret Identity,Brown Hair
666,Max Modell (Earth-616),Public Identity,Red Hair
667,Arthur Pendragon (Earth-616),No Dual Identity,Brown Hair
668,Hera Argeia (Earth-616),Secret Identity,Blond Hair
669,Johann Fennhoff (Earth-616),Public Identity,Red Hair
670,Mesmero (Vincent) (Earth-616),Secret Identity,Brown Hair
671,Martha Robertson (Earth-616),No Dual Identity,Black Hair
672,James Braddock Jr. (Earth-616),No Dual Identity,Black Hair
673,Ayesha (Earth-616),Secret Identity,Blond Hair
674,Nebula (Earth-616),Secret Identity,Bald
675,Blackout (Lilin) (Earth-616),Secret Identity,White Hair
676,Garrison Kane (Earth-616),Secret Identity,Black Hair
677,Phyla-Vell (Earth-616),Public Identity,White Hair
678,Vil (Earth-616),Secret Identity,No Hair
679,Eliot Franklin (Clown) (Earth-616),Public Identity,Brown Hair
680,Psycho-Man (Earth-616),Secret Identity,
681,Humanoid Experimental Robot B-Type Integrated Electronics (Earth-616),Secret Identity,No Hair
682,Cleo Nefertiti (Earth-616),Secret Identity,Black Hair
683,Fen (Earth-616),No Dual Identity,Auburn Hair
684,Martha Connors (Earth-616),Public Identity,Red Hair
685,Stan Lee (Earth-616),No Dual Identity,Black Hair
686,Athena Parthenos (Earth-616),No Dual Identity,Black Hair
687,Hector Ayala (Earth-616),Public Identity,Black Hair
688,Blake Tower (Earth-616),No Dual Identity,Blond Hair
689,Dimitri Bukharin (Earth-616),Secret Identity,Bald
690,Captain Universe (Earth-616),Secret Identity,Variable Hair
691,Mister Negative (Earth-616),Secret Identity,Black Hair
692,William Lumpkin (Earth-616),Public Identity,Grey Hair
693,Ego (Earth-616),No Dual Identity,No Hair
694,Bova Ayrshire (Earth-616),Secret Identity,Brown Hair
695,Seth (Earth-616),No Dual Identity,Red Hair
696,Brian Falsworth (Earth-616),Secret Identity,Brown Hair
697,Nikolai Krylenko (Earth-616),Secret Identity,Red Hair
698,Valinor (Earth-616),Public Identity,Black Hair
699,Ann Darnell (Earth-616),Secret Identity,Brown Hair
700,Alexander Pierce (Earth-616),,Brown Hair
701,Kayla Ballantine (Earth-616),Public Identity,Strawberry Blond Hair
702,Vanessa Carlysle (Earth-616),Secret Identity,White Hair
703,Donyell Taylor (Earth-616),Secret Identity,Black Hair
704,Ken Ellis (Earth-616),Public Identity,Brown Hair
705,Teon Macik (Earth-616),Secret Identity,Brown Hair
706,Wu (Earth-616),Secret Identity,No Hair
707,Eva Bell (Earth-616),Public Identity,Black Hair
708,Zuras (Earth-616),No Dual Identity,Red Hair
709,Kevin Marlow (Earth-616),Secret Identity,Blond Hair
710,Steven Rogers (William Burnside) (Earth-616),Secret Identity,Blond Hair
711,Space Phantom (Earth-616),,Brown Hair
712,Tana Nile (Earth-616),No Dual Identity,Black Hair
713,Turk Barrett (Earth-616),Public Identity,Black Hair
714,Xandarian Worldmind (Earth-616),Public Identity,
715,Argon (Microverse) (Earth-616),Public Identity,Blond Hair
716,Fabian Stankowicz (Earth-616),Public Identity,Grey Hair
717,Masque (Morlock) (Earth-616),Secret Identity,Bald
718,Manuel de la Rocha (Earth-616),Secret Identity,Brown Hair
719,Kodiak Noatak (Earth-616),Secret Identity,Red Hair
720,Graydon Creed (Earth-616),No Dual Identity,Brown Hair
721,Max Eisenhardt (Joseph) (Earth-616),Secret Identity,White Hair
722,Seward Trainer (Earth-616),No Dual Identity,Brown Hair
723,Tex Dawson (Earth-616),Public Identity,Black Hair
724,Gunther Bain (Earth-616),Secret Identity,Black Hair
725,Jeryn Hogarth (Earth-616),Public Identity,Brown Hair
726,Robert Farrell (Earth-616),Secret Identity,Black Hair
727,Maximillian Zaran (Earth-616),No Dual Identity,Red Hair
728,Chons (Earth-616),Public Identity,
729,Mikhail Ursus (Earth-616),Secret Identity,Brown Hair
730,Joshua Guthrie (Earth-616),Secret Identity,Red Hair
731,Antonio Rodriguez (Earth-616),Secret Identity,No Hair
732,Jack Hammer (Earth-616),Secret Identity,Black Hair
733,Neal Shaara (Earth-616),Secret Identity,Black Hair
734,"John Jonah Jameson, Sr. (Earth-616)",No Dual Identity,White Hair
735,Terry Vance (Earth-616),Public Identity,Auburn Hair
736,Aphrodite Ourania (Earth-616),Secret Identity,Blond Hair
737,M-11 (Earth-616),Secret Identity,No Hair
738,Sir Percy of Scandia (Earth-616),Public Identity,Blond Hair
739,Deborah Harris (Earth-616),Public Identity,Black Hair
740,Llyra Morris (Earth-616),No Dual Identity,Green Hair
741,Robert Kelly (Earth-616),Public Identity,Brown Hair
742,Susan Austin (Earth-616),Public Identity,Strawberry Blond Hair
743,Amelia Voght (Earth-616),No Dual Identity,Red Hair
744,Marshall Stone III (Earth-616),Secret Identity,Black Hair
745,Alexei Kravinoff (Earth-616),Public Identity,Black Hair
746,Guy Smith (Earth-616),Secret Identity,White Hair
747,Tike Alicar (Earth-616),Secret Identity,Black Hair
748,Eden Fesi (Earth-616),Secret Identity,Black Hair
749,Raymond Dawson (Earth-616),Public Identity,Black Hair
750,Henry Tinkelbaum (Earth-616),Secret Identity,Blond Hair
751,Cookie Novak (Earth-616),Public Identity,Black Hair
752,Hank Kelly (Earth-616),Public Identity,Red Hair
753,Robert Rider (Earth-616),Public Identity,Brown Hair
754,Tania Belinskaya (Earth-616),Secret Identity,Black Hair
755,William Nasland (Earth-616),Secret Identity,Black Hair
756,Roger Bochs (Earth-616),Secret Identity,Red Hair
757,Marcus Stone (Earth-616),Public Identity,Black Hair
758,Deidre Wentworth (Earth-616),Secret Identity,Black Hair
759,Fabian Cortez (Earth-616),Public Identity,Brown Hair
760,Sharra Neramani (Earth-616),Secret Identity,Purple Hair
761,Rumiko Fujikawa (Earth-616),No Dual Identity,Black Hair
762,Gabriel Cohuelo (Earth-616),Public Identity,Black Hair
763,Phillip Coulson (Earth-616),No Dual Identity,Brown Hair
764,Christopher Muse (Earth-616),Public Identity,Black Hair
765,Doctor Watson (Earth-616),Public Identity,Brown Hair
766,Abraham Erskine (Earth-616),Secret Identity,Black Hair
767,Umar (Earth-616),Public Identity,Black Hair
768,Satannish (Earth-616),Secret Identity,
769,Sha Shan (Earth-616),Public Identity,Black Hair
770,Blood Brothers (Earth-616),,No Hair
771,Nekra Sinclair (Earth-616),Secret Identity,Black Hair
772,Abraham Brown (Earth-616),Secret Identity,Black Hair
773,Mamie Muggins (Earth-616),Public Identity,Grey Hair
774,In-Betweener (Earth-616),No Dual Identity,No Hair
775,Eric Payne (Earth-616),Secret Identity,Brown Hair
776,Mentor (Imperial Guard) (Earth-616),Public Identity,No Hair
777,Starbolt (Earth-616),Secret Identity,No Hair
778,Manta (Earth-616),Public Identity,No Hair
779,Lorelei (Asgardian) (Earth-616),No Dual Identity,Red Hair
780,Grace Powell (Earth-616),Public Identity,Red Hair
781,Rick Sheridan (Earth-616),No Dual Identity,Light Brown Hair
782,Frances Barrison (Earth-616),Public Identity,Blue Hair
783,Shirley Washington (Earth-616),Public Identity,Black Hair
784,Tsu-Zana (Earth-616),Secret Identity,Blond Hair
785,Richard Gilmore (Earth-616),Public Identity,Black Hair
786,Tarene (Earth-616),Secret Identity,Blond Hair
787,Melati Kusuma (Earth-616),Secret Identity,Black Hair
788,Jonas Graymalkin (Earth-616),No Dual Identity,No Hair
789,Thakorr (Earth-616),No Dual Identity,No Hair
790,Ulysses Bloodstone (Earth-616),Secret Identity,Blond Hair
791,Jack Pulver (Earth-616),Secret Identity,Brown Hair
792,Maxwell Markham (Earth-616),Public Identity,Blond Hair
793,Baron Karza (Earth-616),No Dual Identity,Black Hair
794,Lindsay McCabe (Earth-616),Public Identity,Blond Hair
795,Colin Hume (Earth-616),Secret Identity,Black Hair
796,Jason Powell (Earth-616),,
797,Martha Johansson (Earth-616),Secret Identity,No Hair
798,Regan Wyngarde (Earth-616),Secret Identity,Blond Hair
799,Michael Pointer (Earth-616),Secret Identity,Blond Hair
800,Jerry Sledge (Earth-616),Secret Identity,Bald
801,John Grey (Earth-616),Public Identity,Grey Hair
